IDX_STUDENT,COD_PROGRAMA,JORNADA,DURACION,PERIODO_INGRESO,SEXO,ESTADO_CIVIL,ESTRATO,RANGO_EDAD,CONDICION_EXCEPCION,TIPO_COLEGIO,RANGO_INGRESOS,RANGO_GASTOS,TIPO_VIVIENDA,PUNTAJE_ICFES,PCN,PLC,PMA,PSC,PIN,GRADUADO_A_TIEMPO
STUDENT_227,2131,1,6,2,1,1,1,2,1,2,2,2,2,284,60,53,63,55,52,0
STUDENT_1403,2711,1,6,6,0,1,3,2,1,1,1,1,2,248,54,46,46,50,52,0
STUDENT_1698,2710,1,6,6,1,1,3,3,1,1,2,2,5,261,51,56,63,49,43,0
STUDENT_1352,2711,2,7,8,1,1,1,3,1,1,1,1,3,254,46,43,61,50,54,0
STUDENT_1843,2710,1,6,2,1,1,2,5,1,1,2,2,1,257,47,44,61,52,53,0
STUDENT_757,2711,1,6,9,1,1,1,2,1,1,2,2,1,278,53,58,53,61,53,0
STUDENT_1897,2710,2,7,1,1,1,3,4,1,1,2,2,1,247,47,47,63,47,43,0
STUDENT_730,2721,2,7,13,1,1,1,2,1,1,2,2,1,200,36,41,42,38,43,0
STUDENT_215,2131,1,6,1,1,1,1,3,1,1,2,2,1,271,50,51,53,60,57,0
STUDENT_111,2839,2,6,14,0,1,1,7,1,1,1,1,5,199,46,44,35,24,50,0
STUDENT_638,2711,1,6,14,1,1,1,3,1,1,4,4,1,240,53,39,53,36,59,0
STUDENT_1613,2710,2,7,7,1,1,2,4,1,1,2,2,1,207,47,42,39,40,39,0
STUDENT_1796,2710,2,7,3,1,1,1,5,1,1,2,2,1,243,45,49,47,55,48,0
STUDENT_1657,2710,2,7,7,1,1,1,2,1,1,2,2,1,296,59,46,70,58,63,0
STUDENT_170,2131,1,6,3,1,1,2,2,1,2,3,3,5,256,54,56,55,48,43,0
STUDENT_1386,2711,1,6,6,1,1,2,3,1,2,2,2,5,297,61,52,72,62,50,0
STUDENT_892,2711,2,7,12,1,1,3,3,1,1,2,2,5,223,34,46,50,45,48,0
STUDENT_1838,2710,1,6,2,0,1,2,3,1,1,1,1,1,230,46,47,50,45,43,0
STUDENT_456,2710,1,6,10,1,1,2,3,1,1,2,2,1,247,47,46,50,52,52,0
STUDENT_302,2711,2,7,9,1,1,2,5,1,1,2,2,2,270,55,58,53,53,50,0
STUDENT_280,2131,1,6,5,1,1,3,3,1,2,2,2,1,272,56,49,69,55,43,0
STUDENT_669,2839,2,6,14,0,1,1,3,1,1,3,3,2,233,44,47,50,37,55,0
STUDENT_561,2722,1,6,15,1,1,2,3,1,2,4,4,1,197,32,41,43,34,47,0
STUDENT_841,2711,2,7,11,1,1,2,2,1,1,3,3,1,306,65,60,66,56,59,0
STUDENT_1882,2710,1,6,2,0,1,2,3,1,2,2,2,1,216,47,41,40,44,43,0
STUDENT_1051,2131,1,6,5,0,1,3,2,1,1,7,7,5,285,51,61,59,59,55,0
STUDENT_1146,2722,1,6,15,1,2,2,2,1,2,2,2,5,252,55,58,48,49,42,0
STUDENT_513,2131,1,6,8,1,1,2,2,1,1,2,2,1,229,40,46,55,43,46,0
STUDENT_1052,2131,1,6,13,0,1,2,4,1,1,3,3,5,311,64,60,68,55,64,0
STUDENT_955,2710,1,6,13,1,1,1,2,1,1,2,2,3,205,38,50,44,38,35,0
STUDENT_1841,2710,1,6,2,1,1,2,4,4,1,1,1,3,215,43,48,44,37,42,0
STUDENT_751,2131,1,6,7,0,1,2,4,1,1,2,2,1,255,54,52,49,58,42,0
STUDENT_1300,2839,2,6,15,1,2,1,4,1,2,3,3,2,299,51,62,72,60,54,0
STUDENT_1802,2710,2,7,3,1,1,2,2,1,1,4,4,1,271,57,56,56,55,48,0
STUDENT_1906,2710,2,7,1,1,1,2,3,1,2,3,3,1,225,43,49,55,47,31,0
STUDENT_386,2710,1,6,9,0,1,2,2,1,1,2,2,1,254,50,53,50,56,45,0
STUDENT_1807,2710,2,7,3,1,1,2,3,1,2,2,2,5,236,45,51,56,43,41,0
STUDENT_1522,2711,2,7,3,1,1,2,5,1,2,2,2,2,263,51,54,51,54,54,0
STUDENT_516,2131,1,6,5,0,1,2,3,3,1,2,2,1,255,51,51,50,52,51,0
STUDENT_59,2131,1,6,7,1,1,1,3,1,1,1,1,1,248,45,53,48,52,50,0
STUDENT_73,2710,1,6,9,1,1,2,2,1,1,3,3,2,279,58,59,61,58,43,0
STUDENT_1254,2711,1,6,15,1,1,4,2,1,1,7,7,1,288,53,56,61,56,62,0
STUDENT_970,2722,1,6,15,1,1,2,3,1,1,3,3,2,267,60,55,55,45,52,0
STUDENT_1332,2711,2,7,8,0,1,2,4,1,3,2,2,2,254,50,51,61,41,51,0
STUDENT_1224,2839,2,6,14,0,1,1,3,1,3,2,2,2,246,54,53,42,50,47,0
STUDENT_698,2721,2,7,13,1,1,1,2,1,1,2,2,1,188,37,40,38,29,44,0
STUDENT_1216,2722,1,6,15,1,1,2,2,1,1,4,4,2,293,59,58,54,68,54,0
STUDENT_1794,2710,2,7,3,1,1,1,3,1,2,2,2,2,266,51,54,56,54,52,0
STUDENT_1713,2710,1,6,6,1,1,2,2,1,1,2,2,1,237,53,53,40,51,40,0
STUDENT_534,2710,1,6,10,1,1,3,3,1,1,5,5,1,232,54,42,53,46,38,0
STUDENT_1460,2711,1,6,4,1,1,2,3,1,2,2,2,2,246,51,45,50,55,44,0
STUDENT_519,2710,1,6,10,0,1,1,2,1,1,2,2,3,208,40,43,52,40,33,0
STUDENT_1038,2710,2,7,14,1,1,1,2,1,2,4,4,4,293,58,60,60,60,55,0
STUDENT_1635,2710,2,7,7,1,1,1,3,1,3,4,4,1,285,55,51,69,61,49,0
STUDENT_472,2710,2,7,12,1,1,2,2,1,1,2,2,2,249,43,50,45,66,45,0
STUDENT_632,2710,2,7,14,1,1,2,3,1,1,2,2,2,290,60,63,49,57,61,0
STUDENT_1238,2722,1,6,15,1,1,3,2,1,1,4,4,5,269,58,50,59,53,49,0
STUDENT_416,2131,1,6,1,0,1,1,3,1,1,2,2,5,234,51,42,44,54,42,0
STUDENT_505,2131,1,6,3,0,1,1,2,1,1,2,2,1,263,51,53,57,55,46,0
STUDENT_207,2131,1,6,3,1,1,2,3,1,1,2,2,2,274,53,52,74,48,47,0
STUDENT_1454,2711,2,7,5,1,1,2,3,1,2,2,2,1,267,54,49,50,60,55,0
STUDENT_934,2711,1,6,13,1,1,1,4,1,2,2,2,2,254,49,58,41,60,46,0
STUDENT_1707,2710,1,6,6,1,1,2,3,1,1,2,2,1,242,49,49,46,56,43,0
STUDENT_398,2710,2,7,14,1,1,1,4,1,1,2,2,5,260,63,48,58,48,43,0
STUDENT_1449,2711,2,7,5,0,1,1,4,1,2,1,1,2,220,49,40,40,46,45,0
STUDENT_1323,2711,2,7,8,1,1,1,6,1,1,3,3,1,269,49,51,64,49,56,0
STUDENT_1869,2710,1,6,2,1,1,3,4,1,1,1,1,1,235,48,48,52,44,43,0
STUDENT_718,2711,1,6,13,1,1,2,3,1,2,2,2,2,260,55,51,56,50,48,0
STUDENT_1707,2710,1,6,6,1,1,2,3,1,1,2,2,1,242,49,49,46,56,43,0
STUDENT_222,2131,1,6,3,1,1,2,3,1,2,2,2,2,254,46,54,61,47,45,0
STUDENT_1896,2710,2,7,1,1,1,2,3,1,1,2,2,1,232,50,47,47,42,46,0
STUDENT_75,2131,1,6,2,0,1,3,2,1,1,3,3,1,243,47,53,50,50,43,0
STUDENT_1382,2711,1,6,6,1,1,1,3,1,2,2,2,2,235,44,40,48,48,55,0
STUDENT_643,2711,1,6,14,1,1,1,4,1,1,1,1,1,225,52,45,47,41,40,0
STUDENT_1073,2839,2,6,13,1,1,1,4,1,1,2,2,1,250,50,46,48,52,54,0
STUDENT_1504,2711,1,6,4,1,1,2,3,1,1,3,3,1,314,57,51,63,54,89,0
STUDENT_178,2131,1,6,2,0,1,1,2,1,2,3,3,2,256,48,47,55,52,55,0
STUDENT_1129,2839,2,6,14,0,1,1,3,1,1,2,2,1,226,50,42,41,49,44,0
STUDENT_106,2131,1,6,7,0,1,3,2,1,1,3,3,2,231,47,48,52,52,32,0
STUDENT_1902,2710,2,7,1,1,1,2,3,1,1,2,2,1,234,46,47,55,43,42,0
STUDENT_863,2710,2,7,12,1,1,2,5,1,2,2,2,1,268,65,53,52,57,41,0
STUDENT_646,2839,2,6,14,1,1,1,3,1,2,3,3,2,246,44,54,52,50,46,0
STUDENT_45,2131,1,6,1,1,1,5,4,1,2,4,4,1,241,53,50,54,47,37,0
STUDENT_1454,2711,2,7,5,1,1,2,3,1,2,2,2,1,267,54,49,50,60,55,0
STUDENT_1517,2711,2,7,3,1,1,1,5,1,1,1,1,1,252,48,50,63,54,37,0
STUDENT_55,2131,1,6,2,0,1,2,2,1,2,2,2,2,228,46,55,46,36,46,0
STUDENT_118,2711,1,6,10,1,1,2,3,1,1,2,2,1,279,53,49,55,50,72,0
STUDENT_1769,2710,2,7,5,1,1,2,4,1,1,2,2,2,235,51,44,52,43,45,0
STUDENT_329,2131,1,6,4,0,1,1,3,1,1,2,2,1,239,47,50,50,49,42,0
STUDENT_1310,2131,1,6,10,0,1,2,4,1,2,2,2,5,244,48,47,50,50,49,0
STUDENT_683,2131,1,6,15,0,1,2,3,1,1,4,4,2,265,53,55,48,56,53,0
STUDENT_1612,2710,1,6,8,1,1,1,4,1,1,2,2,1,233,54,48,37,48,46,0
STUDENT_1110,2711,2,7,12,1,1,3,3,1,2,7,7,1,311,72,62,63,59,55,0
STUDENT_1626,2710,2,7,7,1,1,2,3,1,1,2,2,1,271,53,51,61,56,50,0
STUDENT_1233,2839,2,6,14,1,1,2,3,1,1,2,2,1,285,60,51,65,65,44,0
STUDENT_1357,2711,2,7,8,1,1,2,3,1,1,2,2,5,234,46,54,52,55,27,0
STUDENT_609,2711,2,7,9,1,1,2,6,1,1,5,5,1,259,51,49,55,52,52,0
STUDENT_775,2839,2,6,15,1,2,2,4,1,2,2,2,2,245,49,45,46,56,49,0
STUDENT_464,2710,1,6,10,0,1,3,2,1,1,3,3,1,296,53,59,61,56,67,0
STUDENT_50,2131,1,6,9,1,1,2,3,1,2,2,2,1,264,54,52,51,53,54,0
STUDENT_1253,2710,1,6,13,1,1,1,2,1,1,5,5,1,295,66,50,60,54,65,0
STUDENT_538,2710,1,6,11,1,1,2,2,1,1,2,2,1,292,68,57,48,64,55,0
STUDENT_410,2710,1,6,11,0,1,2,4,4,1,2,2,2,246,46,55,43,50,52,0
STUDENT_693,2131,1,6,7,1,1,2,2,1,1,3,3,2,257,54,48,56,54,45,0
STUDENT_1377,2711,1,6,6,1,1,3,3,1,1,2,2,2,269,55,55,60,51,48,0
STUDENT_1946,2710,2,7,1,1,1,2,2,1,2,3,3,1,205,44,45,43,38,35,0
STUDENT_501,2710,1,6,10,0,1,1,3,1,1,2,2,1,218,48,41,38,49,42,0
STUDENT_1777,2710,2,7,5,1,1,3,2,1,1,4,4,1,297,55,64,60,63,55,0
STUDENT_237,2131,1,6,4,1,1,2,4,1,1,2,2,1,267,55,55,59,47,52,0
STUDENT_198,2131,1,6,3,0,1,1,3,1,1,2,2,1,238,46,43,53,46,50,0
STUDENT_779,2710,1,6,11,0,1,2,2,1,1,3,3,2,294,50,69,67,53,55,0
STUDENT_802,2710,1,6,13,1,1,3,2,1,1,4,4,2,240,42,54,50,48,46,0
STUDENT_472,2710,2,7,12,1,1,2,2,1,1,2,2,2,249,43,50,45,66,45,0
STUDENT_868,2711,2,7,12,1,1,3,2,1,1,3,3,2,270,64,60,56,42,48,0
